department,municipality,community,population,occupied_hh,average_hh,hh_unelectrified,percent_unelectrified,percent_n_poor,percent_poor,percent_v_poor
Boaco,Camoapa,Piedra Sembrada,568,105,5.41,79,0.75,27.4,29.2,43.4
Boaco,Camoapa,Mombacho,697,125,5.58,91,0.73,19.4,34.9,45.7
Boaco,Camoapa,Matamba,656,118,5.56,96,0.81,36.7,23.3,40
Boaco,Camoapa,Las Trincheras,701,118,5.94,106,0.90,12.7,25.4,61.9
Boaco,Camoapa,La Calera,318,56,5.68,53,0.95,10.7,33.9,55.4
Boaco,Camoapa,Tolinapa,279,43,6.49,35,0.81,16.3,27.9,55.8
Boaco,Camoapa,El Tesorero,635,111,5.72,108,0.97,15.3,32.4,52.3
Boaco,Camoapa,Buena Vista,358,56,6.39,52,0.93,5.8,21.2,73.1
Boaco,Camoapa,Murra,414,72,5.75,67,0.93,6,22.4,71.6
Boaco,Camoapa,Las Salinas,1164,178,6.54,176,0.99,7.7,26.2,66.1
Boaco,Camoapa,Coyanchigüe,222,34,6.53,25,0.74,12.9,16.1,71
Boaco,Camoapa,San Isidro,532,97,5.48,84,0.87,22.4,31.6,45.9
Boaco,Camoapa,El Roblar,172,34,5.06,32,0.94,15.2,33.3,51.5
Boaco,Camoapa,Laguna Negra,294,51,5.76,51,1.00,23.5,39.2,37.3
Boaco,Camoapa,Mombachito,234,38,6.16,33,0.87,2.8,11.1,86.1
Boaco,Camoapa,El Orégano,123,19,6.47,18,0.95,0,28.6,71.4
Boaco,Camoapa,TOTAL,34962,6268,5.58,3717,0.59,22.18351946,28.19453805,58.54143126
Boaco,Camoapa,TOTAL RURAL,20967,3563,5.88,3330,0.93,12.12913275,27.81683974,60.05282066
Boaco,San Lorenzo,Guadalupe,201,37,5.43,9,0.24,17.1,48.6,34.3
Boaco,San Lorenzo,San Miguel,288,46,6.26,10,0.22,29.5,38.6,31.8
Boaco,San Lorenzo,Maria Reyna,326,64,5.09,7,0.11,52.5,23.8,23.8
Boaco,San Lorenzo,Candelaria,129,25,5.16,1,0.04,72,20,8
Boaco,San Lorenzo,El Socorro,160,33,4.85,1,0.03,60.5,34.2,5.3
Boaco,San Lorenzo,El Carmen,302,61,4.95,12,0.20,41,27.9,31.1
Boaco,San Lorenzo,Micro Región I,6754,1226,5.51,760,0.62,19.9,29.4,50.7
Boaco,San Lorenzo,Micro Región II,3911,689,5.68,366,0.53,25.5,31.7,42.8
Boaco,San Lorenzo,Micro Región III,8391,1663,5.05,507,0.30,34.5,31.6,34
Boaco,San Lorenzo,Micro Región IV,3204,597,5.37,328,0.55,20.6,29.5,49.9
Boaco,San Lorenzo,TOTAL,23666,4441,5.33,2001,0.45,27.76081964,31.75101471,44.46866567
Boaco,San Lorenzo,TOTAL RURAL,22260,4175,5.33,1961,0.47,26.73978443,30.67017964,42.62986826
Boaco,San José de Los Remates,San José de Los Remates,1763,418,4.22,40,0.10,44.1,37.8,18.1
Boaco,San José de los Remates,La Cañada,223,44,5.07,44,1.00,2.2,31.1,66.7
Boaco,San José de los Remates,El Cerro,339,65,5.22,62,0.95,76,28.8,63.6
Boaco,San José de los Remates,Cumaica Norte,452,86,5.26,70,0.81,10.5,27.9,61.6
Boaco,San José de los Remates,Cumaica Sur,873,168,5.20,98,0.58,18.5,33.3,48.2
Boaco,San José de los Remates,Cerro Alegre,141,29,4.86,29,1.00,0,31,69
Boaco,San José de los Remates,El Roblar,374,69,5.42,69,1.00,2.9,24.3,72.9
Boaco,San José de los Remates,Casas Nuevas,77,13,5.92,13,1.00,0,38.5,61.5
Boaco,San José de los Remates,La Majada,287,61,4.70,61,1.00,12.9,32.3,54.8
Boaco,San José de los Remates,Malacatoya,360,76,4.74,69,0.91,9.2,31.6,59.2
Boaco,San José de los Remates,El Reloj,516,105,4.91,102,0.97,3.8,24.5,71.7
Boaco,San José de los Remates,Bijagual,81,16,5.06,16,1.00,18.8,18.8,62.5
Boaco,San José de los Remates,La Laguna,289,55,5.25,54,0.98,7.3,36.4,56.4
Boaco,San José de los Remates,El Corozo,109,23,4.74,22,0.96,8.7,30.4,60.9
Boaco,San José de los Remates,Poza De La Piedra,47,10,4.70,9,0.90,0,40,60
Boaco,San José de los Remates,San Bartolo,145,28,5.18,26,0.93,6.9,27.6,65.5
Boaco,San José de los Remates,Nacascolo,340,73,4.66,69,0.95,6.8,38.4,54.8
Boaco,San José de los Remates,El Coyol,901,185,4.87,77,0.42,16,28.7,55.3
Boaco,San José de los Remates,Bajos De Tomatoya,209,52,4.02,52,1.00,17.3,38.5,44.2
Boaco,San José de los Remates,Tierra Blanca,124,25,4.96,25,1.00,8,32,60
Boaco,San José de los Remates,TOTAL,7650,1601,4.78,7650,4.78,21.99775141,32.5700812,58.267428
Boaco,San José de los Remates,TOTAL RURAL,5887,1183,4.98,5887,4.98,14.18816568,30.72214708,58.85976331
Boaco,Santa Lucía,Santa Lucía,2046,441,4.64,251,0.57,21.5,25.9,52.6
Boaco,Santa Lucía,El Bijagual,282,60,4.70,59,0.98,7.8,31.3,60.9
Boaco,Santa Lucía,Las Mercedes,414,72,5.75,58,0.81,16.7,29.2,54.2
Boaco,Santa Lucía,Chistolapa,342,73,4.68,58,0.79,16.4,35.6,47.9
Boaco,Santa Lucía,Los Rivas,551,118,4.67,79,0.67,18.6,35.6,45.8
Boaco,Santa Lucía,Los Álvarez,299,65,4.60,32,0.49,30.9,50,19.1
Boaco,Santa Lucía,El Llanito,632,133,4.75,74,0.56,30.7,29.9,39.4
Boaco,Santa Lucía,El Abra,220,44,5.00,26,0.59,6.8,31.8,61.4
Boaco,Santa Lucía,La Concepción,283,53,5.34,18,0.34,25.9,33.3,40.7
Boaco,Santa Lucía,El Riego,601,122,4.93,53,0.43,19.4,34.7,46
Boaco,Santa Lucía,El Ventarrón,441,102,4.32,90,0.88,21,36.2,42.9
Boaco,Santa Lucía,Los García,1122,234,4.79,145,0.62,23.2,33.8,43
Boaco,Santa Lucía,El Orégano,235,42,5.60,34,0.81,11.9,28.6,59.5
Boaco,Santa Lucía,Santo Domingo,118,26,4.54,24,0.92,15.4,30.8,53.8
Boaco,Santa Lucía,Boaquito,485,112,4.33,37,0.33,27.4,31.9,40.7
Boaco,Santa Lucía,El Aguacate,182,32,5.69,26,0.81,3,24.2,72.7
Boaco,Santa Lucía,TOTAL,8253,1729,4.77,1064,0.62,21.00057837,31.68126084,47.32614228
Boaco,Santa Lucía,TOTAL RURAL,6207,1288,4.82,813,0.63,20.82958075,33.66071429,45.52041925
Boaco,Teustepe,Sector - 1,870,192,4.53,7,0.04,38,40.1,21.9
Boaco,Teustepe,Sector - 2,940,186,5.05,37,0.20,28.3,46,25.8
Boaco,Teustepe,Sector - 3,1102,227,4.85,27,0.12,36,38.6,25.4
Boaco,Teustepe,Sector - 4,673,138,4.88,21,0.15,40.6,37,22.5
Boaco,Teustepe,Sector - 5,368,91,4.04,9,0.10,39.6,37.4,23.1
Boaco,Teustepe,Micro Región I,3694,680,5.43,316,0.46,18.3,29.4,52.4
Boaco,Teustepe,Micro Región II,2978,585,5.09,574,0.98,11.8,28.9,59.2
Boaco,Teustepe,Micro Región III,2701,533,5.07,525,0.98,9.1,31.3,59.6
Boaco,Teustepe,Micro Región IV,3732,729,5.12,660,0.91,5.6,24.6,69.7
Boaco,Teustepe,Micro Región V,5075,1027,4.94,260,0.25,32.2,33.5,34.3
Boaco,Teustepe,Micro Región VI,4132,860,4.80,467,0.54,25.5,33.4,41.1
Boaco,Teustepe,TOTAL,26265,5248,5.00,2903,0.55,21.57341845,32.04460747,46.37780107
Boaco,Teustepe,TOTAL RURAL,22312,4414,5.05,2802,0.63,18.8670367,30.5036928,50.61490711
Carazo,Diriamba,Los Ángeles,538,119,4.52,11,0.09,23,29.5,47.5
Carazo,Diriamba,La Palmera,536,88,6.09,3,0.03,24.3,36.9,38.8
Carazo,Diriamba,Berlín,778,159,4.89,18,0.11,42.6,26.6,30.8
Carazo,Diriamba,La Inmaculada,138,28,4.93,0,0.00,64.5,19.4,16.1
Carazo,Diriamba,Carlos Méndez,1128,200,5.64,0,0.00,47.8,36.4,15.8
Carazo,Diriamba,Francisco Chévez,1382,230,6.01,2,0.01,54.8,30.3,14.9
Carazo,Diriamba,Francisco Rivera,96,22,4.36,3,0.14,36.4,22.7,40.9
Carazo,Diriamba,El Recreo,1125,209,5.38,3,0.01,45.7,33.5,20.9
Carazo,Diriamba,Reparto 22 de Junio,827,165,5.01,3,0.02,57.3,21.6,21.1
Carazo,Diriamba,Roberto López,978,199,4.91,4,0.02,25,29.7,45.3
Carazo,Diriamba,Silvio González,1214,263,4.62,5,0.02,66.3,25.2,8.5
Carazo,Diriamba,Tom Rojas,326,70,4.66,1,0.01,67.1,26,6.8
Carazo,Diriamba,Neri Urtecho,143,31,4.61,0,0.00,60.6,33.3,6.1
Carazo,Diriamba,La Mascota,563,99,5.69,5,0.05,50.4,36.1,13.4
Carazo,Diriamba,Santa Cecilia,117,22,5.32,0,0.00,43.5,34.8,21.7
Carazo,Diriamba,San Caralampio,21,7,3.00,0,0.00,85.7,14.3,0
Carazo,Diriamba,Hermanos Molina,598,126,4.75,1,0.01,65.7,27.7,6.6
Carazo,Diriamba,Zona Central,1262,281,4.49,1,0.00,75.3,21.7,3
Carazo,Diriamba,Rodolfo Mayorga,574,102,5.63,6,0.06,50,28.1,21.9
Carazo,Diriamba,Enrique Gutiérrez,158,28,5.64,0,0.00,27.6,44.8,27.6
Carazo,Diriamba,Reparto Angelita Morales,236,59,4.00,3,0.05,34.7,38.8,26.5
Carazo,Diriamba,Colonia San Sebastián,335,68,4.93,0,0.00,68.1,26.4,5.6
Carazo,Diriamba,Rodolfo Sequeira,741,134,5.53,0,0.00,59.4,32.5,8.1
Carazo,Diriamba,Hermanos Morales Avilés,428,98,4.37,3,0.03,60.2,32,7.8
Carazo,Diriamba,Reparto Colonia Sur,646,134,4.82,0,0.00,37.2,39.4,23.4
Carazo,Diriamba,Nuevo Cementerio,716,152,4.71,32,0.21,14.6,25.9,59.5
Carazo,Diriamba,Pedro Joaquín Chamorro,445,88,5.06,1,0.01,37,35.9,27.2
Carazo,Diriamba,El Cementerio,1567,319,4.91,1,0.00,60.2,31.4,8.4
Carazo,Diriamba,Camilo Chamorro,822,170,4.84,3,0.02,65.2,22.5,12.3
Carazo,Diriamba,La Libertad,1612,320,5.04,2,0.01,66,26.9,7.1
Carazo,Diriamba,San José,1880,379,4.96,6,0.02,59.8,30.8,9.3
Carazo,Diriamba,German Rodriguez,200,38,5.26,1,0.03,50,43.2,6.8
Carazo,Diriamba,Roberto Clemente,2028,377,5.38,36,0.10,35.5,30.7,33.8
Carazo,Diriamba,Reparto Cruz de San Pedro,591,89,6.64,1,0.01,42.6,37,20.4
Carazo,Diriamba,La Concepión,806,154,5.23,1,0.01,47.9,29.1,23
Carazo,Diriamba,9 de Junio,161,29,5.55,2,0.07,37.9,34.5,27.6
Carazo,Diriamba,CEPAD,385,75,5.13,0,0.00,67.1,29.1,3.8
Carazo,Diriamba,Juan José Hernández,322,71,4.54,1,0.01,49.3,27.5,23.2
Carazo,Diriamba,2 de Noviembre,599,122,4.91,3,0.02,31.4,41.3,27.3
Carazo,Diriamba,San Francisco,742,162,4.58,3,0.02,41.6,37.3,21.1
Carazo,Diriamba,Santa Juana,863,166,5.20,1,0.01,33.1,33.1,33.7
Carazo,Diriamba,La Independencia,1076,197,5.46,20,0.10,34.8,33.9,31.2
Carazo,Diriamba,Oscar Arnulfo Romero,381,68,5.60,2,0.03,47.4,30.8,21.8
Carazo,Diriamba,Ojoche de Agua,118,20,5.90,1,0.05,5.3,42.1,52.6
Carazo,Diriamba,Los López,61,16,3.81,9,0.56,26.7,53.3,20
Carazo,Diriamba,Cuatro Esquinas,1226,243,5.05,19,0.08,36.3,35.1,28.6
Carazo,Diriamba,La Palmera,1017,203,5.01,5,0.02,58,28.3,13.7
Carazo,Diriamba,Diriamba,341,67,5.09,4,0.06,71.8,17.9,10.3
Carazo,Diriamba,El Tanque,266,45,5.91,20,0.44,24.5,38.8,36.7
Carazo,Diriamba,La Polleña,115,24,4.79,0,0.00,50,32.1,17.9
Carazo,Diriamba,Palo de Pan,309,60,5.15,1,0.02,32.4,44.1,23.5
Carazo,Diriamba,Los Sánchez,406,87,4.67,81,0.93,34.1,41.2,24.7
Carazo,Diriamba,San Carlos,1085,205,5.29,123,0.60,26.5,42.8,30.7
Carazo,Diriamba,San Antonio de Arriba,1897,422,4.50,45,0.11,45.8,32.5,21.7
Carazo,Diriamba,El Tigre,372,83,4.48,6,0.07,24.1,40.5,35.4
Carazo,Diriamba,San Vicente,893,202,4.42,14,0.07,27.1,29.5,43.3
Carazo,Diriamba,San Gregorio de las Cañas,3090,597,5.18,29,0.05,25,42.7,32.3
Carazo,Diriamba,San Antonio de Abajo,648,132,4.91,12,0.09,43.8,33.6,22.6
Carazo,Diriamba,Los Romeros,153,32,4.78,23,0.72,8.6,34.3,57.1
Carazo,Diriamba,Barrio Nuevo,350,78,4.49,62,0.79,21.8,24.4,53.8
Carazo,Diriamba,Sontales,345,78,4.42,60,0.77,20.5,34.2,45.2
Carazo,Diriamba,Amaya,320,72,4.44,35,0.49,20.8,30.6,48.6
Carazo,Diriamba,Jobo Dulce,283,55,5.15,2,0.04,50,25.9,24.1
Carazo,Diriamba,San Francisco,301,59,5.10,2,0.03,50.8,27,22.2
Carazo,Diriamba,Apompuá,588,128,4.59,5,0.04,31.7,31,37.3
Carazo,Diriamba,El Carrizal,167,31,5.39,3,0.10,16.1,25.8,58.1
Carazo,Diriamba,Los Guerreros,272,60,4.53,4,0.07,31.7,43.3,25
Carazo,Diriamba,Los Baltodanos,301,72,4.18,6,0.08,15.5,35.2,49.3
Carazo,Diriamba,La Cruz del Aguacate,362,77,4.70,17,0.22,28.6,48.1,23.4
Carazo,Diriamba,San Miguel de Guayacán,581,123,4.72,7,0.06,22.3,35.5,42.1
Carazo,Diriamba,Buena Vista Norte,1562,345,4.53,20,0.06,25.7,35.5,38.7
Carazo,Diriamba,Paso Real,305,63,4.84,60,0.95,23.2,39.1,37.7
Carazo,Diriamba,Los Díaz,178,43,4.14,25,0.58,26.2,28.6,45.2
Carazo,Diriamba,San Juan de las Sierras,379,75,5.05,20,0.27,14.9,32.4,52.7
Carazo,Diriamba,Las Mercedes,229,60,3.82,11,0.18,51.7,32.8,15.5
Carazo,Diriamba,El Chanal,263,59,4.46,52,0.88,7,38.6,54.4
Carazo,Diriamba,Buena Vista del Sur,711,154,4.62,9,0.06,52.5,29.1,18.4
Carazo,Diriamba,Guascayán,352,64,5.50,38,0.59,13.8,36.9,49.2
Carazo,Diriamba,Las Cuchichas,510,108,4.72,3,0.03,34.8,37.5,27.7
Carazo,Diriamba,La Nueva Reforma,315,64,4.92,10,0.16,17.6,39.7,42.6
Carazo,Diriamba,Amayito,414,73,5.67,35,0.48,25.3,45.6,29.1
Carazo,Diriamba,La Trinidad,1031,206,5.00,13,0.06,43,35.4,21.5
Carazo,Diriamba,El Trapiche,112,26,4.31,23,0.88,15.4,23.1,61.5
Carazo,Diriamba,Santa Lucía,510,111,4.59,14,0.13,19.8,36,44.1
Carazo,Diriamba,El Tamarindo,436,91,4.79,8,0.09,4.3,31.5,64.1
Carazo,Diriamba,La Junta,187,43,4.35,37,0.86,7,30.2,62.8
Carazo,Diriamba,Loma Alegre,210,49,4.29,47,0.96,4,20,76
Carazo,Diriamba,Monte Grande,100,16,6.25,15,0.94,0,18.8,81.3
Carazo,Diriamba,Masapa,113,21,5.38,15,0.71,19,42.9,38.1
Carazo,Diriamba,Ceniza,439,94,4.67,10,0.11,14.7,41.1,44.2
Carazo,Diriamba,Tepano,393,77,5.10,8,0.10,11.3,31.3,57.5
Carazo,Diriamba,La Boquita,527,112,4.71,5,0.04,34.5,38.1,27.4
Carazo,Diriamba,El Ayapal,378,75,5.04,2,0.03,32.1,35.9,32.1
Carazo,Diriamba,Casáres,1351,298,4.53,13,0.04,46.3,30.7,23
Carazo,Diriamba,Pedro Joaquín Chamorro,406,83,4.89,0,0.00,51.7,36.8,11.5
Carazo,Diriamba,La Flor,96,19,5.05,0,0.00,42.1,26.3,31.6
Carazo,Diriamba,Santa Rosa,84,20,4.20,8,0.40,20,35,45
Carazo,Diriamba,TOTAL,57542,11637,4.94,1284,0.11,40.84734038,32.71390393,26.42513534
Carazo,Diriamba,TOTAL RURAL,27458,5720,4.80,1096,0.19,31.77879371,35.09816434,33.10487762
Carazo,Dolores,Cristo Rey,1434,248,5.78,6,0.02,41.9,28.2,30
Carazo,Dolores,Guadalupe,597,119,5.02,0,0.00,57.6,29.5,12.9
Carazo,Dolores,Reparto Sandino,131,26,5.04,0,0.00,41.4,31,27.6
Carazo,Dolores,Reparto Santa Ana,608,105,5.79,0,0.00,50,37.1,12.9
Carazo,Dolores,Dolores,1574,327,4.81,1,0.00,64.2,29.4,6.4
Carazo,Dolores,Alfonso Pascual,1497,283,5.29,4,0.01,39.9,34.1,26
Carazo,Dolores,San Juan,414,76,5.45,0,0.00,29.1,44.3,26.6
Carazo,Dolores,Héroes y Mártires,176,38,4.63,1,0.03,43.6,30.8,25.6
Carazo,Dolores,Colonia 3 de Mayo,104,26,4.00,23,0.88,59.3,29.6,11.1
Carazo,Dolores,Dolores,226,48,4.71,8,0.17,44.9,36.7,18.4
Carazo,Dolores,TOTAL,6761,1296,5.22,43,0.03,48.9371142,32.05100309,19.03101852
Carazo,Dolores,TOTAL RURAL,226,48,4.71,8,0.17,44.9,36.7,18.4
Carazo,El Rosario,Sector 1,588,125,4.70,0,0.00,47.1,34.1,18.8
Carazo,El Rosario,Sector 2,457,90,5.08,5,0.06,44.2,33.7,22.1
Carazo,El Rosario,Sector 3,1011,207,4.88,6,0.03,40.4,39.9,19.7
Carazo,El Rosario,Sector 4,582,109,5.34,11,0.10,46.2,36.1,17.6
Carazo,El Rosario,Barrio San Isidro,474,114,4.16,16,0.14,69,21.2,9.7
Carazo,El Rosario,Cañas Blancas,281,61,4.61,7,0.11,50,32.3,17.7
Carazo,El Rosario,Panamá,528,114,4.63,4,0.04,33.1,42.1,24.8
Carazo,El Rosario,Bertha Díaz,1396,293,4.76,20,0.07,52.8,28.2,19
Carazo,El Rosario,TOTAL,5317,1113,4.78,69,0.06,47.99991015,33.18849955,18.79155436
Carazo,El Rosario,TOTAL RURAL,2205,468,4.71,31,0.07,47.63632479,32.12029915,20.24337607
Carazo,Jinotepe,San Isidro,64,13,4.92,0,0.00,30.8,38.5,30.8
Carazo,Jinotepe,Ana Virgen Noble,1995,352,5.67,12,0.03,50.4,31.2,18.4
Carazo,Jinotepe,Rpto. Lomas de Jinotepe,752,146,5.15,1,0.01,43.3,36.9,19.7
Carazo,Jinotepe,Cruz de Guadalupe,1009,182,5.54,5,0.03,40.6,32.6,26.7
Carazo,Jinotepe,Colonia Santiago,328,62,5.29,0,0.00,86.2,12.3,1.5
Carazo,Jinotepe,La Competencia,847,154,5.50,6,0.04,22.6,38.4,39
Carazo,Jinotepe,Ernesto Navarrete,705,141,5.00,5,0.04,61.3,26.5,12.3
Carazo,Jinotepe,Santa Ana,739,146,5.06,2,0.01,75,21.8,3.2
Carazo,Jinotepe,San José,2901,567,5.12,2,0.00,77.2,18.7,4.1
Carazo,Jinotepe,San Juan,1411,316,4.47,2,0.01,78.6,18.2,3.3
Carazo,Jinotepe,Alvaro Sánchez,323,68,4.75,2,0.03,56.4,20.5,23.1
Carazo,Jinotepe,Pila Grande,637,127,5.02,0,0.00,53.4,33.1,13.5
Carazo,Jinotepe,Lomas de Andalucía,136,24,5.67,2,0.08,56,28,16
Carazo,Jinotepe,San Felipe,2872,579,4.96,4,0.01,73.3,19.9,6.8
Carazo,Jinotepe,San Antonio,2056,430,4.78,3,0.01,76.3,19.6,4.1
Carazo,Jinotepe,José Antonio Sánchez,2595,516,5.03,17,0.03,51,30,19
Carazo,Jinotepe,San Rafael,816,171,4.77,3,0.02,76,18,6
Carazo,Jinotepe,25 de Julio,759,134,5.66,2,0.01,49.3,41.3,9.3
Carazo,Jinotepe,4 de Julio,916,176,5.20,1,0.01,60.3,31.4,8.2
Carazo,Jinotepe,Los Mameyes,316,60,5.27,0,0.00,58.7,25.4,15.9
Carazo,Jinotepe,El Socorro,709,134,5.29,0,0.00,73.8,20.8,5.4
Carazo,Jinotepe,Villa Esperanza,895,226,3.96,1,0.00,86.7,12.9,0.4
Carazo,Jinotepe,19 de Julio,320,59,5.42,3,0.05,37.3,53.3,9.3
Carazo,Jinotepe,Madre Proletaria,1133,237,4.78,2,0.01,71.4,21.8,6.9
Carazo,Jinotepe,Manuel Cerda,392,73,5.37,4,0.05,39,40.2,20.7
Carazo,Jinotepe,Belén I Etapa,423,89,4.75,3,0.03,53.4,34.1,12.5
Carazo,Jinotepe,Belén II Etapa,305,68,4.49,1,0.01,56.9,37.5,5.6
Carazo,Jinotepe,El Convento,100,20,5.00,1,0.05,55,30,15
Carazo,Jinotepe,El Aguacate,1201,206,5.83,14,0.07,34.2,38.2,27.6
Carazo,Jinotepe,Villa Rotario,212,51,4.16,12,0.24,9.6,32.7,57.7
Carazo,Jinotepe,Carlos Núñez,1002,190,5.27,9,0.05,46.9,35.5,17.5
Carazo,Jinotepe,Tomás Cabrera,1082,233,4.64,23,0.10,52.1,31.3,16.7
Carazo,Jinotepe,Francisco Rosales,645,114,5.66,5,0.04,28.6,35.3,36.1
Carazo,Jinotepe,Fátima,373,90,4.14,30,0.33,37.6,22.6,39.8
Carazo,Jinotepe,Miraluz,536,111,4.83,37,0.33,28.2,30,41.8
Carazo,Jinotepe,Campos Azules,327,71,4.61,4,0.06,36.3,33.8,30
Carazo,Jinotepe,Cañas Blancas,344,70,4.91,9,0.13,36.6,39.4,23.9
Carazo,Jinotepe,Cruz de Guadalupe,478,93,5.14,54,0.58,40.6,32.3,27.1
Carazo,Jinotepe,El Mojón,97,21,4.62,8,0.38,47.6,28.6,23.8
Carazo,Jinotepe,El Tanque,715,156,4.58,65,0.42,32.9,29.9,37.2
Carazo,Jinotepe,Güisquiliapa,1457,288,5.06,43,0.15,41.8,37.6,20.6
Carazo,Jinotepe,El Aguacate,1197,221,5.42,35,0.16,39,34.3,26.7
Carazo,Jinotepe,El Zapotal,411,85,4.84,72,0.85,25.3,47.1,27.6
Carazo,Jinotepe,El Ojochal,1146,228,5.03,67,0.29,34.9,38,27.1
Carazo,Jinotepe,Cañas Blancas,431,98,4.40,31,0.32,26.5,41.8,31.6
Carazo,Jinotepe,Guachipilín,412,83,4.96,30,0.36,29.5,23.9,46.6
Carazo,Jinotepe,Paso Real,362,78,4.64,78,1.00,16.5,31.6,51.9
Carazo,Jinotepe,El Aragón,485,96,5.05,94,0.98,9.2,49,41.8
Carazo,Jinotepe,El Bosque,73,17,4.29,17,1.00,5.9,23.5,70.6
Carazo,Jinotepe,El Polvasal,129,24,5.38,24,1.00,0,29.2,70.8
Carazo,Jinotepe,Los Encuentros,317,52,6.10,51,0.98,11.5,34.6,53.8
Carazo,Jinotepe,Las Latas,121,20,6.05,20,1.00,30,15,55
Carazo,Jinotepe,El Naranjo,93,22,4.23,22,1.00,27.3,45.5,27.3
Carazo,Jinotepe,El Guabillo,338,64,5.28,63,0.98,14.3,38.1,47.6
Carazo,Jinotepe,Tecomapa,277,45,6.16,44,0.98,17.8,22.2,60
Carazo,Jinotepe,Huehuete,759,143,5.31,32,0.22,6.2,20,73.8
Carazo,Jinotepe,Tupilapa,158,36,4.39,17,0.47,30.6,33.3,36.1
Carazo,Jinotepe,Huiste,477,116,4.11,113,0.97,28.3,36.3,35.4
Carazo,Jinotepe,TOTAL,42109,8392,5.02,1207,0.14,52.14399428,28.58336511,19.27088894
Carazo,Jinotepe,TOTAL RURAL,11513,2328,4.95,1060,0.46,29.3935567,33.94488832,36.65609966
Carazo,La Conquista,La Conquista,559,130,4.30,16,0.12,43.6,40.7,15.7
Carazo,La Conquista,Rigoberto López Pérez,263,60,4.38,7,0.12,31.9,30.4,37.7
Carazo,La Conquista,El Mojón,98,20,4.90,20,1.00,54.4,36.4,9.1
Carazo,La Conquista,El Pastor,178,35,5.09,6,0.17,36.6,48.8,14.6
Carazo,La Conquista,El Abra,132,31,4.26,30,0.97,45.2,45.2,9.7
Carazo,La Conquista,La Enramada,105,22,4.77,19,0.86,26.1,39.1,34.8
Carazo,La Conquista,San Juan,153,31,4.94,5,0.16,31.3,43.8,25
Carazo,La Conquista,La Ceiba,162,34,4.76,5,0.15,40,25.7,34.3
Carazo,La Conquista,La Vainilla,128,28,4.57,23,0.82,26.7,23.3,50
Carazo,La Conquista,El Brasil,109,25,4.36,25,1.00,36,20,44
Carazo,La Conquista,El Gigante,161,34,4.74,15,0.44,23.1,41,35.9
Carazo,La Conquista,El Pedernal,57,11,5.18,11,1.00,50,33.3,16.7
Carazo,La Conquista,El Naranjo,128,29,4.41,29,1.00,34.5,37.9,27.6
Carazo,La Conquista,La Mohosa,299,64,4.67,64,1.00,20.3,34.4,45.3
Carazo,La Conquista,Santa Gertrudis,129,25,5.16,25,1.00,26.9,30.8,42.3
Carazo,La Conquista,Buena Vista,366,64,5.72,64,1.00,36.6,39,24.4
Carazo,La Conquista,San José de los Remates,186,38,4.89,38,1.00,17.9,33.3,48.7
Carazo,La Conquista,San Jorge,132,24,5.50,24,1.00,12.5,29.2,58.3
Carazo,La Conquista,La Solera,432,73,5.92,73,1.00,12.3,28.8,58.9
Carazo,La Conquista,TOTAL,3777,778,4.85,499,0.64,31.40411311,35.46529563,33.1311054
Carazo,La Conquista,TOTAL RURAL,2955,588,5.03,476,0.81,28.65714286,34.82482993,36.51870748
Carazo,La Paz de Carazo,Sector No. 1,226,47,4.81,3,0.06,36.2,31.9,31.9
Carazo,La Paz de Carazo,Sector No. 2,404,89,4.54,4,0.04,50.5,27.5,22
Carazo,La Paz de Carazo,Sector No. 3,293,61,4.80,6,0.10,44.4,36.5,19
Carazo,La Paz de Carazo,Sector No. 4,386,84,4.60,2,0.02,49.4,31.3,19.3
Carazo,La Paz de Carazo,Sector No. 5,762,146,5.22,30,0.21,15.3,36.7,48
Carazo,La Paz de Carazo,Sector No. 6,151,33,4.58,5,0.15,51.5,18.2,30.3
Carazo,La Paz de Carazo,Barrio El Zapote,153,33,4.64,2,0.06,27.3,45.5,27.3
Carazo,La Paz de Carazo,San Pedro,530,100,5.30,3,0.03,33,36,31
Carazo,La Paz de Carazo,Esquipulas,493,96,5.14,15,0.16,34,26.8,39.2
Carazo,La Paz de Carazo,Buena Vista,94,20,4.70,3,0.15,30,30,40
Carazo,La Paz de Carazo,Los Ángeles,350,63,5.56,5,0.08,27.7,38.5,33.8
Carazo,La Paz de Carazo,Santa Cruz,494,109,4.53,19,0.17,50.9,31.5,17.6
Carazo,La Paz de Carazo,San Diego,321,68,4.72,3,0.04,43.1,38.9,18.1
